14.63125,38.2395833333333,-1171,1
14.6354166666667,38.2395833333333,-1172,2
14.6395833333333,38.2395833333333,-1164,3
14.64375,38.2395833333333,-1127,4
14.6479166666667,38.2395833333333,-1097,5
14.6520833333333,38.2395833333333,-1094,6
14.65625,38.2395833333333,-1087,7
14.6604166666667,38.2395833333333,-1062,8
14.6645833333333,38.2395833333333,-1045,9
14.66875,38.2395833333333,-1029,10
14.6729166666667,38.2395833333333,-1055,11
14.6770833333333,38.2395833333333,-1031,12
14.68125,38.2395833333333,-1057,13
14.6854166666667,38.2395833333333,-1115,14
14.6895833333333,38.2395833333333,-1173,15
14.69375,38.2395833333333,-1173,16
14.6979166666667,38.2395833333333,-1185,17
14.7020833333333,38.2395833333333,-1192,18
14.70625,38.2395833333333,-1192,19
14.7104166666667,38.2395833333333,-1155,20
14.7145833333333,38.2395833333333,-1145,21
14.71875,38.2395833333333,-1144,22
14.7229166666667,38.2395833333333,-1150,23
14.7270833333333,38.2395833333333,-1181,24
14.73125,38.2395833333333,-1127,25
14.7354166666667,38.2395833333333,-1100,26
14.7395833333333,38.2395833333333,-1068,27
14.74375,38.2395833333333,-1058,28
14.7479166666667,38.2395833333333,-1060,29
14.7520833333333,38.2395833333333,-1060,30
14.75625,38.2395833333333,-1080,31
14.7604166666667,38.2395833333333,-1017,32
14.7645833333333,38.2395833333333,-952,33
14.76875,38.2395833333333,-914,34
14.7729166666667,38.2395833333333,-898,35
14.7770833333333,38.2395833333333,-915,36
14.78125,38.2395833333333,-902,37
14.7854166666667,38.2395833333333,-898,38
14.7895833333333,38.2395833333333,-974,39
14.79375,38.2395833333333,-979,40
14.7979166666667,38.2395833333333,-959,41
14.8020833333333,38.2395833333333,-915,42
14.80625,38.2395833333333,-970,43
14.8104166666667,38.2395833333333,-1097,44
14.8145833333333,38.2395833333333,-1045,45
14.81875,38.2395833333333,-996,46
14.8229166666667,38.2395833333333,-1041,47
14.8270833333333,38.2395833333333,-1076,48
14.83125,38.2395833333333,-1110,49
14.8354166666667,38.2395833333333,-1086,50
14.8395833333333,38.2395833333333,-991,51
14.84375,38.2395833333333,-898,52
14.8479166666667,38.2395833333333,-871,53
14.8520833333333,38.2395833333333,-845,54
14.85625,38.2395833333333,-922,55
14.8604166666667,38.2395833333333,-1002,56
14.8645833333333,38.2395833333333,-1066,57
14.86875,38.2395833333333,-1065,58
14.8729166666667,38.2395833333333,-1036,59
14.8770833333333,38.2395833333333,-1001,60
14.88125,38.2395833333333,-1000,61
14.8854166666667,38.2395833333333,-1001,62
14.8895833333333,38.2395833333333,-1027,63
14.89375,38.2395833333333,-1021,64
14.8979166666667,38.2395833333333,-928,65
14.9020833333333,38.2395833333333,-941,66
14.90625,38.2395833333333,-958,67
14.9104166666667,38.2395833333333,-969,68
14.9145833333333,38.2395833333333,-986,69
